State,Caste,Religion,Groom_Age,Bride_Age,Groom_Education_Yrs,Bride_Education_Yrs,Groom_Income_Monthly,Bride_Income_Monthly,Occupation,Marriage_Type,Area,Family_Type,Dowry_Amount_INR
Punjab,OBC,Muslim,23,28,12,12,42414,55981,Private Job,Love,Rural,Joint,151437
Kerala,OBC,Hindu,31,29,12,13,94325,73050,Business,Arranged,Urban,Joint,1608565
Karnataka,ST,Hindu,30,19,12,20,123182,23195,Unemployed,Arranged,Urban,Joint,505570
Bihar,ST,Muslim,27,22,18,16,57776,43769,Unemployed,Love,Urban,Joint,149503
Bihar,ST,Sikh,27,27,14,14,30438,39594,Business,Arranged,Urban,Nuclear,292455
Punjab,OBC,Sikh,31,26,20,19,149703,56428,Unemployed,Arranged,Urban,Joint,1266263
Uttar Pradesh,OBC,Muslim,35,19,12,8,107037,19247,Farmer,Love,Rural,Joint,483740
Punjab,General,Christian,22,25,11,18,95696,27206,Private Job,Arranged,Urban,Nuclear,1470032
Tamil Nadu,OBC,Muslim,33,19,19,16,36410,62793,Farmer,Love,Rural,Nuclear,54427
Uttar Pradesh,ST,Sikh,34,24,20,18,108147,13619,Business,Arranged,Rural,Nuclear,1053416
Punjab,General,Sikh,31,30,10,18,72271,29221,Govt Job,Love,Urban,Nuclear,744425
Haryana,OBC,Sikh,25,19,17,9,100290,61314,Private Job,Love,Rural,Nuclear,461220
Gujarat,OBC,Hindu,27,24,20,12,19340,57676,Farmer,Arranged,Urban,Joint,266928
Tamil Nadu,SC,Muslim,31,23,17,11,135074,21976,Farmer,Love,Rural,Joint,432432
Maharashtra,General,Christian,27,26,18,18,89550,73676,Farmer,Love,Urban,Nuclear,427128
Gujarat,OBC,Muslim,31,18,19,17,115310,30943,Unemployed,Love,Rural,Nuclear,385157
Haryana,ST,Christian,24,19,14,18,148488,38804,Unemployed,Love,Urban,Nuclear,366586
Karnataka,General,Sikh,24,30,17,16,78144,6499,Unemployed,Arranged,Urban,Nuclear,642089
Haryana,SC,Sikh,34,26,17,11,134169,33527,Farmer,Arranged,Urban,Nuclear,1255332
Karnataka,OBC,Muslim,32,24,10,14,113991,4593,Farmer,Love,Urban,Joint,482224
Haryana,ST,Christian,24,29,11,9,24557,31451,Private Job,Arranged,Urban,Nuclear,186275
Punjab,OBC,Sikh,29,29,13,17,147141,65732,Private Job,Arranged,Rural,Nuclear,1939506
Bihar,ST,Hindu,31,25,15,17,55877,69294,Unemployed,Love,Urban,Joint,48757
Kerala,General,Muslim,35,18,11,16,113920,10282,Farmer,Arranged,Rural,Nuclear,1582784
Karnataka,OBC,Muslim,34,27,14,15,140540,58533,Unemployed,Arranged,Urban,Joint,909232
Tamil Nadu,General,Hindu,32,20,15,15,89272,3760,Business,Arranged,Urban,Joint,1476931
Gujarat,General,Christian,21,22,16,9,140658,6336,Govt Job,Love,Rural,Joint,1103969
Karnataka,OBC,Hindu,34,23,14,16,130112,45406,Unemployed,Love,Urban,Nuclear,327296
Rajasthan,SC,Hindu,23,23,20,10,38983,29231,Govt Job,Arranged,Rural,Nuclear,522144
Punjab,OBC,Muslim,24,30,18,15,90065,62431,Unemployed,Arranged,Rural,Nuclear,632198
Uttar Pradesh,ST,Christian,28,28,20,15,68200,31863,Unemployed,Arranged,Rural,Nuclear,280772
Gujarat,General,Hindu,30,30,11,10,13083,28608,Business,Love,Rural,Joint,95018
Maharashtra,ST,Sikh,30,25,14,9,60652,771,Farmer,Love,Urban,Nuclear,137311
Karnataka,SC,Sikh,35,30,18,18,112372,25394,Govt Job,Love,Rural,Joint,564477
Tamil Nadu,ST,Christian,29,20,17,9,38544,57677,Farmer,Arranged,Urban,Nuclear,163564
Kerala,OBC,Sikh,24,27,19,19,100558,26901,Private Job,Arranged,Urban,Joint,1345189
Haryana,SC,Sikh,27,26,14,10,144060,40683,Private Job,Love,Urban,Joint,620145
Bihar,ST,Hindu,21,25,14,9,135750,28634,Unemployed,Arranged,Rural,Joint,594826
Karnataka,OBC,Hindu,33,21,16,12,138387,41857,Govt Job,Love,Urban,Nuclear,965290
Gujarat,OBC,Hindu,31,27,15,13,85410,6147,Govt Job,Arranged,Rural,Nuclear,1419341
Karnataka,General,Hindu,34,22,15,9,20412,67719,Private Job,Love,Urban,Nuclear,130076
Uttar Pradesh,SC,Christian,33,22,15,9,131980,60917,Unemployed,Arranged,Urban,Joint,680902
Gujarat,ST,Hindu,21,22,20,11,54208,34663,Private Job,Arranged,Rural,Nuclear,413833
Punjab,SC,Sikh,24,22,11,10,99604,72390,Govt Job,Love,Urban,Joint,530714
Kerala,General,Sikh,24,24,11,11,56077,57118,Farmer,Arranged,Rural,Nuclear,742642
Kerala,General,Sikh,29,20,11,14,61777,37691,Private Job,Arranged,Rural,Joint,1043066
Rajasthan,SC,Muslim,29,22,18,19,100853,29538,Govt Job,Love,Rural,Nuclear,391328
Tamil Nadu,SC,Christian,21,23,19,18,20071,23964,Private Job,Arranged,Rural,Joint,163594
Maharashtra,OBC,Muslim,21,25,18,16,117731,43754,Private Job,Love,Rural,Nuclear,576630
Karnataka,ST,Hindu,32,20,15,19,34560,8237,Business,Love,Urban,Nuclear,121135
Rajasthan,ST,Christian,32,27,16,20,83853,43237,Govt Job,Arranged,Rural,Joint,860205
Tamil Nadu,ST,Hindu,23,26,17,19,84375,64240,Farmer,Love,Rural,Joint,219096
Bihar,ST,Christian,24,25,20,10,124595,5052,Business,Love,Rural,Nuclear,435869
Punjab,OBC,Muslim,22,19,12,20,75216,7816,Farmer,Love,Urban,Nuclear,358968
Karnataka,OBC,Muslim,32,24,20,10,136503,23400,Unemployed,Love,Urban,Joint,326198
Haryana,OBC,Christian,30,18,11,16,26733,48530,Farmer,Love,Rural,Joint,182468
Maharashtra,General,Christian,23,18,17,17,47584,31757,Govt Job,Arranged,Urban,Joint,999051
Gujarat,General,Hindu,27,18,18,15,128694,11852,Private Job,Arranged,Rural,Joint,1666352
Punjab,SC,Hindu,24,21,11,17,49854,29093,Govt Job,Arranged,Rural,Joint,693441
Maharashtra,SC,Sikh,35,23,11,12,149627,34410,Private Job,Love,Urban,Nuclear,482539
Kerala,General,Christian,28,21,12,18,142016,53842,Govt Job,Love,Rural,Joint,1320070
Karnataka,ST,Sikh,21,28,11,17,144219,25348,Farmer,Arranged,Rural,Joint,933856
Uttar Pradesh,OBC,Muslim,35,23,19,18,108610,32792,Govt Job,Arranged,Urban,Joint,1741664
Bihar,ST,Sikh,24,19,16,10,121896,31679,Farmer,Arranged,Urban,Nuclear,729486
Maharashtra,ST,Sikh,28,23,18,20,136275,76357,Private Job,Love,Urban,Nuclear,407103
Gujarat,ST,Sikh,24,22,12,11,60318,78889,Business,Love,Urban,Nuclear,266502
Punjab,SC,Sikh,34,22,16,17,85643,16644,Farmer,Love,Urban,Joint,283401
Bihar,SC,Christian,34,20,13,13,19471,42687,Govt Job,Arranged,Urban,Nuclear,181594
Tamil Nadu,SC,Muslim,21,23,12,15,61295,59310,Farmer,Love,Urban,Nuclear,351768
Bihar,ST,Sikh,35,30,17,11,130922,61146,Govt Job,Love,Rural,Joint,589037
Maharashtra,ST,Sikh,32,25,18,10,36965,57081,Private Job,Arranged,Urban,Joint,245404
Karnataka,General,Muslim,22,26,17,11,52540,62514,Unemployed,Love,Rural,Nuclear,207376
Uttar Pradesh,General,Christian,32,19,18,8,11602,59083,Govt Job,Love,Rural,Nuclear,84272
Bihar,OBC,Muslim,27,25,16,18,97119,74050,Govt Job,Love,Urban,Joint,684343
Haryana,ST,Sikh,26,24,10,9,87494,4040,Business,Love,Urban,Nuclear,390143
Rajasthan,SC,Christian,33,22,11,17,138134,13847,Unemployed,Love,Urban,Nuclear,286356
Tamil Nadu,General,Christian,33,19,19,20,127880,78482,Unemployed,Love,Rural,Joint,393306
Rajasthan,General,Muslim,27,25,15,16,123977,22113,Unemployed,Arranged,Urban,Nuclear,894651
Maharashtra,General,Muslim,35,30,18,15,103795,61405,Govt Job,Love,Rural,Nuclear,906505
Bihar,OBC,Hindu,31,29,11,17,35308,21012,Business,Arranged,Rural,Nuclear,457827
Rajasthan,OBC,Hindu,33,19,11,13,10412,47158,Business,Arranged,Urban,Nuclear,80890
Uttar Pradesh,OBC,Muslim,33,30,17,12,76267,9527,Farmer,Love,Rural,Joint,291374
Rajasthan,SC,Christian,29,23,12,10,96373,11653,Business,Arranged,Urban,Joint,1016848
Maharashtra,General,Muslim,26,23,12,12,101072,14505,Unemployed,Love,Rural,Joint,312759
Maharashtra,OBC,Christian,21,19,17,16,69712,57546,Private Job,Love,Urban,Joint,341120
Maharashtra,SC,Hindu,34,26,17,9,82591,35391,Govt Job,Arranged,Rural,Joint,1102800
Maharashtra,ST,Sikh,29,24,18,11,96198,11731,Business,Arranged,Rural,Joint,916138
Karnataka,ST,Christian,26,24,16,12,52134,46227,Govt Job,Arranged,Rural,Nuclear,532125
Punjab,General,Hindu,25,28,17,14,122188,12733,Govt Job,Arranged,Urban,Nuclear,2861678
Rajasthan,ST,Hindu,28,30,14,13,37701,36211,Farmer,Love,Urban,Joint,115400
Punjab,ST,Hindu,33,26,14,19,107124,39907,Private Job,Love,Urban,Joint,272047
Bihar,OBC,Christian,23,19,14,9,141198,69983,Private Job,Love,Urban,Nuclear,649800
Haryana,OBC,Hindu,30,20,12,18,122266,11666,Govt Job,Arranged,Rural,Joint,2348001
Bihar,OBC,Hindu,21,26,13,20,42641,72756,Farmer,Love,Urban,Joint,270875
Maharashtra,ST,Sikh,31,29,18,10,46790,63178,Private Job,Love,Rural,Joint,110786
Bihar,OBC,Christian,27,28,14,10,19732,22330,Farmer,Arranged,Urban,Joint,186103
Rajasthan,ST,Christian,35,27,19,10,42619,59235,Unemployed,Arranged,Rural,Nuclear,140514
Tamil Nadu,ST,Christian,27,29,13,18,138246,46488,Unemployed,Love,Urban,Nuclear,200754
Maharashtra,OBC,Hindu,28,30,18,9,90877,51127,Business,Love,Rural,Joint,633521
Rajasthan,ST,Muslim,32,26,19,19,87141,69037,Farmer,Arranged,Urban,Joint,596006
Maharashtra,General,Christian,31,19,13,13,100300,28217,Farmer,Love,Rural,Joint,391943
Tamil Nadu,OBC,Sikh,28,29,13,15,127119,59466,Farmer,Love,Urban,Joint,578601
Uttar Pradesh,SC,Sikh,29,21,17,15,130293,40422,Farmer,Love,Rural,Joint,458358
Tamil Nadu,ST,Hindu,28,23,20,13,64065,60149,Farmer,Arranged,Urban,Joint,389548
Bihar,ST,Christian,30,18,14,12,44791,74812,Unemployed,Arranged,Urban,Nuclear,203457
Uttar Pradesh,ST,Sikh,28,22,14,10,149456,16785,Private Job,Arranged,Urban,Nuclear,1045444
Tamil Nadu,SC,Hindu,31,30,20,10,124150,66195,Farmer,Love,Rural,Nuclear,478527
Kerala,OBC,Christian,24,20,11,10,101170,63129,Business,Love,Rural,Joint,654616
Rajasthan,OBC,Hindu,32,24,16,10,102083,16806,Govt Job,Arranged,Urban,Nuclear,1691670
Haryana,General,Muslim,32,20,15,8,27005,29945,Farmer,Love,Rural,Joint,130252
Rajasthan,OBC,Hindu,33,18,19,14,117456,51135,Unemployed,Arranged,Urban,Joint,703557
Karnataka,General,Sikh,29,22,19,16,60597,15030,Govt Job,Love,Urban,Nuclear,582238
Karnataka,SC,Sikh,27,24,16,16,130446,64646,Private Job,Arranged,Urban,Joint,1049712
Karnataka,ST,Hindu,34,20,12,13,87316,29342,Unemployed,Arranged,Urban,Joint,377733
Maharashtra,ST,Hindu,27,24,11,12,72725,77420,Unemployed,Arranged,Urban,Nuclear,218409
Rajasthan,ST,Christian,23,23,17,11,148855,36520,Business,Arranged,Rural,Joint,1334626
Bihar,ST,Christian,23,22,12,8,78969,36763,Govt Job,Love,Urban,Nuclear,352768
Maharashtra,OBC,Hindu,26,28,19,17,44796,42539,Farmer,Love,Rural,Nuclear,136155
Tamil Nadu,ST,Muslim,22,25,14,17,34769,53523,Private Job,Love,Rural,Nuclear,126693
Rajasthan,ST,Sikh,24,22,19,13,44166,65094,Private Job,Arranged,Urban,Nuclear,295709
Punjab,OBC,Hindu,29,22,16,18,109482,61150,Unemployed,Arranged,Rural,Joint,925101
Maharashtra,General,Christian,25,23,17,11,65335,73460,Govt Job,Love,Rural,Joint,577701
Gujarat,General,Muslim,27,18,11,20,69153,29299,Farmer,Arranged,Rural,Nuclear,779752
Gujarat,SC,Muslim,25,24,12,20,135073,24401,Business,Love,Rural,Joint,600859
Bihar,OBC,Sikh,24,18,15,8,82812,30149,Business,Love,Urban,Nuclear,482857
Rajasthan,SC,Muslim,21,21,11,12,119647,17041,Private Job,Love,Urban,Joint,437767
Punjab,OBC,Muslim,24,28,13,19,17855,52308,Private Job,Arranged,Rural,Joint,236405
Bihar,OBC,Hindu,32,28,11,9,77564,2960,Farmer,Love,Rural,Nuclear,316663
Karnataka,ST,Sikh,25,24,16,12,147820,54983,Farmer,Arranged,Urban,Nuclear,919095
Uttar Pradesh,OBC,Muslim,32,29,17,16,38901,56173,Govt Job,Love,Rural,Nuclear,262508
Gujarat,SC,Muslim,27,26,17,11,60562,33458,Business,Love,Urban,Nuclear,332581
Haryana,ST,Hindu,32,30,16,15,107116,66086,Private Job,Arranged,Urban,Joint,932078
Rajasthan,OBC,Muslim,25,30,10,8,61407,72384,Private Job,Love,Urban,Nuclear,305253
Karnataka,ST,Sikh,32,25,20,11,54465,39016,Business,Love,Rural,Nuclear,234406
Uttar Pradesh,OBC,Muslim,25,20,12,10,11576,75945,Business,Love,Urban,Nuclear,58524
Tamil Nadu,SC,Muslim,32,29,20,19,148739,54429,Farmer,Love,Rural,Joint,471082
Karnataka,General,Hindu,30,22,13,18,129264,58098,Business,Love,Urban,Joint,819565
Bihar,ST,Muslim,27,29,19,10,127681,58835,Unemployed,Arranged,Rural,Joint,599700
Karnataka,ST,Muslim,25,30,11,12,124723,78928,Farmer,Love,Urban,Nuclear,175153
Kerala,OBC,Muslim,30,27,15,18,83361,2483,Farmer,Love,Urban,Joint,391774
Punjab,OBC,Christian,21,29,20,8,42272,32320,Private Job,Love,Rural,Nuclear,280240
Karnataka,OBC,Sikh,24,26,18,12,136787,11139,Farmer,Love,Rural,Nuclear,473483
Rajasthan,General,Hindu,29,22,15,18,108651,23413,Business,Love,Rural,Joint,754469
Punjab,General,Sikh,29,26,18,18,71055,6955,Govt Job,Love,Rural,Nuclear,631036
Bihar,ST,Muslim,32,30,16,9,22551,70398,Business,Love,Urban,Nuclear,63645
Gujarat,ST,Sikh,35,29,12,11,67507,8965,Govt Job,Arranged,Urban,Joint,756120
Karnataka,OBC,Hindu,23,26,14,10,110179,75454,Govt Job,Arranged,Urban,Joint,1827856
Uttar Pradesh,OBC,Sikh,21,21,18,10,91180,8347,Govt Job,Love,Urban,Nuclear,500070
Rajasthan,SC,Muslim,30,28,19,16,17193,65015,Govt Job,Love,Rural,Nuclear,38863
Punjab,ST,Muslim,30,26,10,15,75454,17036,Private Job,Arranged,Urban,Joint,682580
Rajasthan,ST,Hindu,22,19,16,19,37972,49826,Farmer,Love,Rural,Nuclear,118136
Karnataka,OBC,Sikh,30,23,14,16,49772,17375,Business,Love,Urban,Nuclear,372102
Rajasthan,SC,Muslim,30,23,18,19,77832,59775,Business,Arranged,Rural,Nuclear,944175
Maharashtra,SC,Hindu,27,25,11,18,26986,70584,Farmer,Love,Urban,Nuclear,65464
Punjab,OBC,Sikh,32,20,19,17,80501,62527,Business,Arranged,Urban,Nuclear,1506559
Kerala,OBC,Sikh,28,25,12,15,100716,25371,Govt Job,Arranged,Rural,Joint,1995400
Kerala,OBC,Sikh,27,29,10,8,149582,77134,Farmer,Arranged,Urban,Joint,1728900
Uttar Pradesh,SC,Hindu,28,19,11,11,63489,75547,Business,Arranged,Urban,Nuclear,669871
Rajasthan,General,Christian,34,26,15,20,58727,29471,Business,Love,Rural,Joint,284158
Maharashtra,ST,Hindu,22,20,16,17,73537,16412,Business,Love,Rural,Nuclear,348025
Karnataka,General,Sikh,33,28,14,15,70328,12180,Unemployed,Arranged,Urban,Joint,628296
Punjab,ST,Sikh,33,18,18,18,34408,61388,Business,Arranged,Rural,Nuclear,324959
Maharashtra,OBC,Sikh,25,18,10,16,132108,5155,Business,Love,Urban,Joint,744263
Karnataka,SC,Muslim,29,21,12,19,101860,12875,Private Job,Love,Urban,Nuclear,351104
Rajasthan,SC,Sikh,24,19,16,17,49785,20634,Business,Arranged,Rural,Joint,502106
Uttar Pradesh,SC,Christian,21,24,16,19,63936,54164,Unemployed,Arranged,Rural,Joint,238318
Kerala,ST,Sikh,22,22,20,17,111603,5393,Private Job,Arranged,Urban,Nuclear,926947
Gujarat,SC,Muslim,34,24,11,15,120127,558,Farmer,Arranged,Rural,Joint,902917
Uttar Pradesh,ST,Sikh,32,21,12,17,81587,44453,Unemployed,Arranged,Urban,Joint,323244
Karnataka,SC,Hindu,30,29,16,15,14981,73760,Farmer,Love,Urban,Joint,56977
Maharashtra,General,Sikh,22,26,12,9,133896,65755,Govt Job,Love,Rural,Joint,1115864
Kerala,General,Hindu,26,28,10,11,102284,725,Private Job,Love,Rural,Nuclear,623097
Uttar Pradesh,General,Muslim,23,20,16,13,127201,64309,Unemployed,Arranged,Urban,Nuclear,1000689
Haryana,SC,Christian,29,19,10,13,136432,72162,Business,Arranged,Rural,Nuclear,1845431
Punjab,ST,Muslim,31,28,19,10,92200,74644,Business,Arranged,Rural,Nuclear,1034531
Punjab,OBC,Christian,25,27,10,19,106271,6195,Business,Love,Urban,Nuclear,698722
Gujarat,OBC,Christian,31,28,17,19,116560,40829,Unemployed,Love,Rural,Joint,312537
Punjab,SC,Hindu,27,21,20,12,137061,72607,Farmer,Love,Urban,Nuclear,530664
Uttar Pradesh,General,Christian,28,18,10,10,47048,35675,Govt Job,Arranged,Urban,Nuclear,861018
Uttar Pradesh,SC,Hindu,22,25,13,20,75043,30622,Business,Love,Urban,Joint,394867
Haryana,General,Sikh,23,29,15,16,37420,71645,Private Job,Arranged,Rural,Nuclear,655331
Maharashtra,ST,Hindu,30,28,13,11,102242,43625,Business,Love,Urban,Joint,336021
Kerala,OBC,Muslim,33,28,10,20,68139,78950,Private Job,Arranged,Urban,Joint,909118
Haryana,SC,Hindu,23,20,13,19,126743,40736,Private Job,Love,Rural,Nuclear,549225
Maharashtra,General,Sikh,32,24,20,16,31258,75043,Business,Arranged,Rural,Nuclear,500979
Uttar Pradesh,ST,Sikh,33,21,17,18,58025,27779,Private Job,Love,Urban,Joint,186550
Maharashtra,OBC,Sikh,23,20,20,9,65185,74249,Business,Arranged,Rural,Nuclear,940308
Kerala,General,Sikh,34,21,16,8,126732,14436,Unemployed,Arranged,Urban,Nuclear,1112815
Bihar,ST,Christian,26,23,19,8,40097,58072,Private Job,Arranged,Urban,Joint,303637
Maharashtra,General,Muslim,29,22,13,10,20008,48118,Business,Arranged,Rural,Nuclear,283128
Tamil Nadu,SC,Muslim,23,29,12,11,19381,30327,Business,Arranged,Rural,Joint,261120
Rajasthan,OBC,Christian,34,30,17,12,87915,78675,Business,Love,Rural,Joint,469313
Rajasthan,ST,Sikh,32,28,12,13,147695,52524,Govt Job,Love,Rural,Nuclear,612254
Gujarat,OBC,Sikh,35,23,20,18,80209,38165,Farmer,Love,Rural,Nuclear,386241
Maharashtra,General,Christian,31,26,19,12,11263,76132,Private Job,Love,Rural,Nuclear,83386
Punjab,ST,Christian,30,23,20,17,133920,54781,Private Job,Love,Rural,Joint,395997
Punjab,General,Christian,27,30,20,10,143965,15825,Govt Job,Love,Rural,Joint,1296766
Maharashtra,SC,Hindu,21,25,10,8,56801,60754,Business,Love,Rural,Nuclear,221095
Rajasthan,General,Muslim,30,18,20,8,111069,1569,Govt Job,Love,Rural,Nuclear,886070
Karnataka,SC,Muslim,25,22,12,16,19804,40414,Business,Arranged,Urban,Nuclear,236749
Uttar Pradesh,SC,Sikh,21,24,16,20,116230,43924,Business,Arranged,Urban,Joint,1242186
Uttar Pradesh,ST,Muslim,30,24,13,16,132250,55604,Unemployed,Love,Rural,Nuclear,163819
Uttar Pradesh,OBC,Sikh,35,25,18,15,143235,69430,Unemployed,Love,Rural,Nuclear,392219
Gujarat,OBC,Sikh,27,24,13,13,82817,29689,Business,Arranged,Urban,Joint,1175190
Gujarat,OBC,Christian,34,19,15,11,94774,46669,Unemployed,Arranged,Urban,Joint,733369
Rajasthan,General,Hindu,27,30,14,14,75904,60552,Unemployed,Love,Urban,Joint,238650
Haryana,SC,Muslim,28,19,19,13,108644,5600,Private Job,Love,Rural,Nuclear,533980
Kerala,SC,Hindu,29,22,16,9,59640,17154,Business,Arranged,Rural,Nuclear,732307
Haryana,OBC,Muslim,27,22,10,9,108491,22169,Business,Love,Urban,Joint,666021
Kerala,ST,Christian,34,24,13,12,130287,56488,Unemployed,Arranged,Urban,Nuclear,600642
Gujarat,OBC,Sikh,31,20,18,13,65745,79807,Business,Love,Urban,Joint,435517
Rajasthan,ST,Christian,34,26,13,11,70653,75818,Unemployed,Arranged,Urban,Joint,384547
Bihar,General,Muslim,27,21,17,10,74424,31831,Unemployed,Love,Rural,Nuclear,193093
Punjab,ST,Hindu,28,28,20,17,141973,52432,Business,Love,Rural,Joint,597109
Bihar,General,Muslim,28,19,13,15,85229,46482,Farmer,Love,Urban,Nuclear,340422
Haryana,OBC,Christian,21,22,11,13,88122,923,Business,Love,Rural,Joint,514287
Rajasthan,SC,Hindu,25,29,14,15,36883,59809,Private Job,Arranged,Rural,Nuclear,349426
Bihar,OBC,Sikh,28,27,13,8,83869,21481,Govt Job,Love,Rural,Joint,564686
Punjab,General,Sikh,27,18,12,14,141132,37163,Farmer,Love,Urban,Joint,793121
Karnataka,SC,Muslim,27,30,11,16,113368,44500,Private Job,Love,Rural,Joint,315448
Maharashtra,OBC,Christian,28,26,11,20,27624,6175,Private Job,Love,Rural,Joint,203543
Rajasthan,ST,Sikh,35,27,13,10,86634,45353,Private Job,Arranged,Urban,Joint,581270
Karnataka,OBC,Sikh,33,23,20,15,99093,31643,Business,Love,Rural,Nuclear,593493
Bihar,ST,Muslim,23,25,12,10,20972,37922,Farmer,Love,Urban,Joint,-19878
Uttar Pradesh,SC,Muslim,22,23,15,13,132833,56483,Govt Job,Love,Urban,Joint,667922
Uttar Pradesh,General,Hindu,35,26,11,11,58737,41803,Private Job,Arranged,Urban,Joint,778149
Rajasthan,SC,Sikh,26,29,13,17,31754,5919,Govt Job,Arranged,Rural,Joint,421217
Bihar,General,Sikh,31,24,11,10,113571,59230,Govt Job,Love,Rural,Nuclear,893586
Karnataka,OBC,Christian,21,23,18,11,77078,37615,Private Job,Love,Rural,Joint,363869
Haryana,General,Muslim,29,30,20,19,63393,6100,Unemployed,Love,Urban,Nuclear,180817
Karnataka,SC,Sikh,25,21,11,19,68808,48473,Farmer,Love,Urban,Nuclear,220421
Punjab,OBC,Christian,34,22,17,11,82023,1828,Business,Arranged,Urban,Joint,1413202
Punjab,SC,Christian,30,27,14,10,81790,7088,Unemployed,Arranged,Urban,Joint,512138
Rajasthan,ST,Sikh,23,28,18,13,19254,26781,Farmer,Love,Rural,Nuclear,52137
Bihar,ST,Hindu,31,30,16,14,15622,51630,Unemployed,Arranged,Urban,Nuclear,1951
Karnataka,OBC,Christian,33,30,20,13,35452,10446,Farmer,Arranged,Rural,Joint,285084
Gujarat,OBC,Christian,22,29,20,20,43008,42924,Govt Job,Love,Urban,Joint,173139
Kerala,SC,Hindu,33,20,16,15,75272,9128,Private Job,Love,Rural,Nuclear,347986
Haryana,ST,Sikh,24,20,19,10,136170,51510,Farmer,Arranged,Rural,Joint,1070828
Punjab,OBC,Christian,30,23,17,14,14970,39453,Farmer,Arranged,Urban,Nuclear,220021
Maharashtra,General,Muslim,35,23,19,9,80550,37538,Govt Job,Arranged,Urban,Joint,1586064
Tamil Nadu,OBC,Christian,27,25,12,19,101014,36548,Farmer,Arranged,Rural,Nuclear,893382
Haryana,OBC,Sikh,23,28,14,14,24117,30549,Farmer,Love,Urban,Joint,63268
Maharashtra,General,Muslim,35,23,13,17,43291,53098,Govt Job,Arranged,Rural,Joint,852695
Tamil Nadu,SC,Sikh,28,23,19,9,39074,3879,Govt Job,Love,Urban,Joint,206053
Punjab,ST,Muslim,29,27,18,15,68398,4879,Govt Job,Love,Urban,Nuclear,333588
Maharashtra,SC,Muslim,29,20,13,16,43274,59610,Business,Arranged,Rural,Joint,496623
Gujarat,ST,Sikh,32,24,14,18,90983,46208,Business,Arranged,Urban,Joint,828527
Haryana,ST,Muslim,26,30,11,9,68165,5236,Farmer,Love,Urban,Nuclear,212169
Rajasthan,General,Hindu,30,22,14,10,104823,40523,Private Job,Love,Rural,Joint,513126
Haryana,SC,Christian,29,29,10,14,139770,46330,Business,Love,Urban,Nuclear,790440
Tamil Nadu,ST,Hindu,22,29,14,18,29734,33222,Farmer,Love,Rural,Joint,53391
Tamil Nadu,SC,Muslim,31,22,10,14,103808,55354,Govt Job,Arranged,Rural,Nuclear,1257019
Kerala,General,Hindu,27,28,18,11,97190,76719,Govt Job,Love,Rural,Nuclear,871148
Maharashtra,ST,Sikh,29,29,16,19,140895,8485,Govt Job,Love,Rural,Joint,574335
Haryana,OBC,Sikh,29,18,10,19,143274,18053,Unemployed,Love,Rural,Joint,503592
Tamil Nadu,OBC,Christian,31,26,17,18,98700,63765,Govt Job,Arranged,Urban,Nuclear,1626436
Rajasthan,OBC,Sikh,27,30,14,11,115736,74980,Farmer,Love,Rural,Joint,449007
Gujarat,ST,Muslim,22,30,18,17,69859,54355,Unemployed,Arranged,Rural,Joint,230974
Bihar,General,Muslim,31,25,15,18,17147,26614,Unemployed,Arranged,Rural,Nuclear,173020
Gujarat,ST,Muslim,23,23,20,11,56617,52060,Private Job,Arranged,Rural,Nuclear,363721
Kerala,ST,Sikh,25,24,15,12,17741,37756,Unemployed,Arranged,Rural,Nuclear,84413
Haryana,General,Sikh,26,30,19,13,41390,74552,Business,Arranged,Urban,Joint,913398
Bihar,SC,Hindu,30,30,15,15,18531,44514,Unemployed,Love,Urban,Joint,63241
Rajasthan,SC,Christian,25,30,11,14,97925,8786,Business,Arranged,Urban,Nuclear,1000658
Uttar Pradesh,SC,Muslim,28,24,10,17,63771,44872,Business,Arranged,Urban,Joint,616194
Gujarat,General,Sikh,33,18,10,18,66580,66739,Farmer,Arranged,Rural,Joint,775770
Haryana,General,Christian,23,27,14,17,54523,70993,Business,Arranged,Urban,Joint,1045089
Punjab,OBC,Christian,34,28,14,14,19239,11660,Business,Arranged,Urban,Joint,362568
Punjab,ST,Christian,30,18,17,11,128010,31260,Farmer,Arranged,Rural,Joint,969868
Bihar,OBC,Sikh,28,19,19,13,106915,39964,Business,Love,Rural,Nuclear,619823
Maharashtra,General,Muslim,21,27,19,12,62936,57956,Govt Job,Love,Rural,Nuclear,455563
Punjab,SC,Hindu,32,20,10,18,117692,57329,Govt Job,Love,Urban,Nuclear,807344
Karnataka,ST,Sikh,34,25,13,11,140115,65079,Unemployed,Love,Rural,Nuclear,377522
Uttar Pradesh,OBC,Sikh,27,28,12,10,10661,51830,Unemployed,Love,Urban,Joint,14215
Karnataka,ST,Hindu,22,27,19,15,117341,2033,Private Job,Arranged,Urban,Nuclear,839038
Rajasthan,SC,Christian,24,19,14,18,28961,44864,Private Job,Love,Rural,Nuclear,103338
Tamil Nadu,ST,Muslim,23,18,12,19,131493,56778,Farmer,Arranged,Rural,Nuclear,815421
Tamil Nadu,ST,Muslim,22,24,14,20,26253,2702,Farmer,Arranged,Rural,Joint,123790
Maharashtra,ST,Sikh,22,19,17,15,63090,74181,Private Job,Love,Urban,Nuclear,122403
Rajasthan,ST,Muslim,29,23,11,15,106902,52463,Unemployed,Arranged,Urban,Nuclear,392208
